id,next,desc,starLevel,playerLevel,worldLevel,levelMax,skillSlot,newSkill,hpAward,atkAward,resistAward,defAward,spdAward,itemNum,NeedItemsFun-type-1,NeedItemsFun-star-1,NeedItemsFun-num-1,NeedItemsFun-type-2,NeedItemsFun-star-2,NeedItemsFun-num-2,NeedItemsFun-type-3,NeedItemsFun-star-3,NeedItemsFun-num-3,NeedItemsFun-type-4,NeedItemsFun-star-4,NeedItemsFun-num-4,NeedItemsFun-type-5,NeedItemsFun-star-5,NeedItemsFun-num-5,specialItem,specialItemNum,specialItem2,specialItemNum2,herostar,heroNum,
22512014,22512015,s==4|刘备9星,9,1,1,205,3,225120143,5000,4000,0,20,10,5000,22512,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22512015,22512016,s==5|刘备10星,10,1,1,255,4,225120153,3000,2000,0,20,10,10000,22512,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22512016,22512017,s==5|刘备11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22512,6,1,1,9,1,,,,,,,,,,,,,,,,
22512017,22512018,s==5|刘备12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22512,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22512018,22512019,s==5|刘备13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22512,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22512019,,s==5|刘备14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22512,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225151,225152,s==5|黄月英6星,6,1,1,145,5,2251522|2251532|2251542|2251552,5000,4000,0,20,10,0,22515,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
225152,225153,s==5|黄月英7星,7,1,1,165,1,2251523,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225153,225154,s==5|黄月英8星,8,1,1,185,2,2251533,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225154,225155,s==5|黄月英9星,9,1,1,205,3,2251543,5000,4000,0,20,10,5000,22515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225155,225156,s==6|黄月英10星,10,1,1,255,4,2251553,3000,2000,0,20,10,10000,22515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225156,225157,s==6|黄月英11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22515,6,1,1,9,1,,,,,,,,,,,,,,,,
225157,225158,s==6|黄月英12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225158,225159,s==6|黄月英13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225159,,s==6|黄月英14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
22515011,22515012,s==5|黄月英6星,6,1,1,145,5,225150122|225150132|225150142|225150152,5000,4000,0,20,10,0,22515,5,1,22403,5,1,2,5,3,,,,,,,,,,,,,
22515012,22515013,s==5|黄月英7星,7,1,1,165,1,225150123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
22515013,22515014,s==5|黄月英8星,8,1,1,185,2,225150133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
22515014,22515015,s==5|黄月英9星,9,1,1,205,3,225150143,5000,4000,0,20,10,5000,22515,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
22515015,22515016,s==6|黄月英10星,10,1,1,255,4,225150153,3000,2000,0,20,10,10000,22515,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
22515016,22515017,s==6|黄月英11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22515,6,1,1,9,1,,,,,,,,,,,,,,,,
22515017,22515018,s==6|黄月英12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22515,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
22515018,22515019,s==6|黄月英13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22515,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
22515019,,s==6|黄月英14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22515,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225131,225132,s==5|夏侯涓6星,6,1,1,145,5,2250722|2250732|2250742|2250752,5000,4000,0,20,10,0,22513,5,1,22401,5,1,2,5,3,,,,,,,,,,,,,
225132,225133,s==5|夏侯涓7星,7,1,1,165,1,2250723,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225133,225134,s==5|夏侯涓8星,8,1,1,185,2,2250733,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225134,225135,s==5|夏侯涓9星,9,1,1,205,3,2250743,5000,4000,0,20,10,5000,22513,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225135,225136,s==6|夏侯涓10星,10,1,1,255,4,2250753,3000,2000,0,20,10,10000,22513,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225136,225137,s==6|夏侯涓11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22513,6,1,1,9,1,,,,,,,,,,,,,,,,
225137,225138,s==6|夏侯涓12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22513,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225138,225139,s==6|夏侯涓13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22513,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
225139,,s==6|夏侯涓14星,14,200,138,390,0,,3000,2000,0,20,10,30000,22513,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
225141,225142,s==5|刘备废6星,6,1,1,145,5,2250722|2250732|2250742|2250752,5000,4000,0,20,10,0,22514,5,1,22404,5,1,2,5,3,,,,,,,,,,,,,
225142,225143,s==5|刘备废7星,7,1,1,165,1,2250723,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
225143,225144,s==5|刘备废8星,8,1,1,185,2,2250733,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
225144,225145,s==5|刘备废9星,9,1,1,205,3,2250743,5000,4000,0,20,10,5000,22514,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
225145,225146,s==6|刘备废10星,10,1,1,255,4,2250753,3000,2000,0,20,10,10000,22514,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
225146,225147,s==6|刘备废11星,11,105,95,285,0,,3000,2000,0,20,10,15000,22514,6,1,1,9,1,,,,,,,,,,,,,,,,
225147,225148,s==6|刘备废12星,12,128,118,310,0,,3000,2000,0,20,10,20000,22514,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
225148,,s==6|刘备废13星,13,148,138,350,0,,3000,2000,0,20,10,25000,22514,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235011,235012,s==4|鲁肃6星,6,1,1,145,5,2350122|2350132|2350142,5000,4000,0,20,10,0,23501,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
235012,235013,s==4|鲁肃7星,7,1,1,165,1,2350123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235013,235014,s==4|鲁肃8星,8,1,1,185,2,2350133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235014,,s==4|鲁肃9星,9,1,1,205,3,2350143,5000,4000,0,20,10,5000,23501,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235021,235022,s==4|周泰6星,6,1,1,145,5,2350222|2350232|2350242|2350252,5000,4000,0,20,10,0,23502,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
235022,235023,s==4|周泰7星,7,1,1,165,1,2350223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235023,235024,s==4|周泰8星,8,1,1,185,2,2350233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235024,235025,s==4|周泰9星,9,1,1,205,3,2350243,5000,4000,0,20,10,5000,23502,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235025,235026,s==5|周泰10星,10,1,1,255,4,2350253,3000,2000,0,20,10,10000,23502,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235026,235027,s==5|周泰11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23502,6,1,1,9,1,,,,,,,,,,,,,,,,
235027,235028,s==5|周泰12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23502,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235028,235029,s==5|周泰13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23502,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235029,,s==5|周泰14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23502,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23502011,23502012,s==4|周泰6星,6,1,1,145,5,235020122|235020132|235020142|235020152,5000,4000,0,20,10,0,23502,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
23502012,23502013,s==4|周泰7星,7,1,1,165,1,235020123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23502013,23502014,s==4|周泰8星,8,1,1,185,2,235020133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23502014,23502015,s==4|周泰9星,9,1,1,205,3,235020143,5000,4000,0,20,10,5000,23502,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23502015,23502016,s==5|周泰10星,10,1,1,255,4,235020153,3000,2000,0,20,10,10000,23502,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23502016,23502017,s==5|周泰11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23502,6,1,1,9,1,,,,,,,,,,,,,,,,
23502017,23502018,s==5|周泰12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23502,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23502018,23502019,s==5|周泰13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23502,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23502019,,s==5|周泰14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23502,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235031,235032,s==4|小乔6星,6,1,1,145,5,2350322|2350332|2350342|2350352,5000,4000,0,20,10,0,23503,5,1,23402,5,1,2,5,3,,,,,,,,,,,,,
235032,235033,s==4|小乔7星,7,1,1,165,1,2350323,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235033,235034,s==4|小乔8星,8,1,1,185,2,2350333,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235034,235035,s==4|小乔9星,9,1,1,205,3,2350343,5000,4000,0,20,10,5000,23503,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235035,235036,s==5|小乔10星,10,1,1,255,4,2350353,3000,2000,0,20,10,10000,23503,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235036,235037,s==5|小乔11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23503,6,1,1,9,1,,,,,,,,,,,,,,,,
235037,235038,s==5|小乔12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23503,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235038,235039,s==5|小乔13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23503,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235039,,s==5|小乔14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23503,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23503011,23503012,s==4|小乔6星,6,1,1,145,5,235030122|235030132|235030142|235030152,5000,4000,0,20,10,0,2350301,5,1,23402,5,1,2,5,3,,,,,,,,,,,,,
23503012,23503013,s==4|小乔7星,7,1,1,165,1,235030123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23503013,23503014,s==4|小乔8星,8,1,1,185,2,235030133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23503014,23503015,s==4|小乔9星,9,1,1,205,3,235030143,5000,4000,0,20,10,5000,2350301,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23503015,23503016,s==5|小乔10星,10,1,1,255,4,235030153,3000,2000,0,20,10,10000,2350301,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23503016,23503017,s==5|小乔11星,11,105,95,285,0,,3000,2000,0,20,10,15000,2350301,6,1,1,9,1,,,,,,,,,,,,,,,,
23503017,23503018,s==5|小乔12星,12,128,118,310,0,,3000,2000,0,20,10,20000,2350301,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23503018,23503019,s==5|小乔13星,13,148,138,350,0,,3000,2000,0,20,10,25000,2350301,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23503019,,s==5|小乔14星,14,200,138,390,0,,3000,2000,0,20,10,30000,2350301,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235041,235042,s==4|陆逊6星,6,1,1,145,5,2350422|2350432|2350442|2350452,5000,4000,0,20,10,0,23504,5,1,23404,5,1,2,5,3,,,,,,,,,,,,,
235042,235043,s==4|陆逊7星,7,1,1,165,1,2350423,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235043,235044,s==4|陆逊8星,8,1,1,185,2,2350433,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235044,235045,s==4|陆逊9星,9,1,1,205,3,2350443,5000,4000,0,20,10,5000,23504,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235045,235046,s==5|陆逊10星,10,1,1,255,4,2350453,3000,2000,0,20,10,10000,23504,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235046,235047,s==5|陆逊11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23504,6,1,1,9,1,,,,,,,,,,,,,,,,
235047,235048,s==5|陆逊12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23504,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235048,235049,s==5|陆逊13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23504,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235049,,s==5|陆逊14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23504,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235051,235052,s==4|吕蒙6星,6,1,1,145,5,2350522|2350532|2350542|2350552,5000,4000,0,20,10,0,23505,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
235052,235053,s==4|吕蒙7星,7,1,1,165,1,2350523,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235053,235054,s==4|吕蒙8星,8,1,1,185,2,2350533,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235054,235055,s==4|吕蒙9星,9,1,1,205,3,2350543,5000,4000,0,20,10,5000,23505,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235055,235056,s==5|吕蒙10星,10,1,1,255,4,2350553,3000,2000,0,20,10,10000,23505,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235056,235057,s==5|吕蒙11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23505,6,1,1,9,1,,,,,,,,,,,,,,,,
235057,235058,s==5|吕蒙12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23505,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235058,235059,s==5|吕蒙13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23505,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235059,,s==5|吕蒙14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23505,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235061,235062,s==5|太史慈6星,6,1,1,145,5,2350622|2350632|2350642|2350652,5000,4000,0,20,10,0,23506,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
235062,235063,s==5|太史慈7星,7,1,1,165,1,2350623,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235063,235064,s==5|太史慈8星,8,1,1,185,2,2350633,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235064,235065,s==5|太史慈9星,9,1,1,205,3,2350643,5000,4000,0,20,10,5000,23506,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235065,235066,s==6|太史慈10星,10,1,1,255,4,2350653,3000,2000,0,20,10,10000,23506,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235066,235067,s==6|太史慈11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23506,6,1,1,9,1,,,,,,,,,,,,,,,,
235067,235068,s==6|太史慈12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23506,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235068,235069,s==6|太史慈13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23506,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235069,,s==6|太史慈14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23506,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23506011,23506012,s==5|太史慈6星,6,1,1,145,5,235060122|235060132|235060142|235060152,5000,4000,0,20,10,0,23506,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
23506012,23506013,s==5|太史慈7星,7,1,1,165,1,235060123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23506013,23506014,s==5|太史慈8星,8,1,1,185,2,235060133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23506014,23506015,s==5|太史慈9星,9,1,1,205,3,235060143,5000,4000,0,20,10,5000,23506,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23506015,23506016,s==6|太史慈10星,10,1,1,255,4,235060153,3000,2000,0,20,10,10000,23506,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23506016,23506017,s==6|太史慈11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23506,6,1,1,9,1,,,,,,,,,,,,,,,,
23506017,23506018,s==6|太史慈12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23506,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23506018,23506019,s==6|太史慈13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23506,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23506019,,s==6|太史慈14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23506,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23506021,23506022,s==5|太史慈6星,6,1,1,145,5,235060222|235060232|235060242|235060252,5000,4000,0,20,10,0,23506,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
23506022,23506023,s==5|太史慈7星,7,1,1,165,1,235060223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23506023,23506024,s==5|太史慈8星,8,1,1,185,2,235060233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23506024,23506025,s==5|太史慈9星,9,1,1,205,3,235060243,5000,4000,0,20,10,5000,23506,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23506025,23506026,s==6|太史慈10星,10,1,1,255,4,235060253,3000,2000,0,20,10,10000,23506,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23506026,23506027,s==6|太史慈11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23506,6,1,1,9,1,,,,,,,,,,,,,,,,
23506027,23506028,s==6|太史慈12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23506,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23506028,23506029,s==6|太史慈13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23506,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23506029,,s==6|太史慈14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23506,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235071,235072,s==4|甘宁6星,6,1,1,145,5,2350722|2350732|2350742|2350752,5000,4000,0,20,10,0,23507,5,1,23403,5,1,2,5,3,,,,,,,,,,,,,
235072,235073,s==4|甘宁7星,7,1,1,165,1,2350723,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235073,235074,s==4|甘宁8星,8,1,1,185,2,2350733,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235074,235075,s==4|甘宁9星,9,1,1,205,3,2350743,5000,4000,0,20,10,5000,23507,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235075,235076,s==5|甘宁10星,10,1,1,255,4,2350753,3000,2000,0,20,10,10000,23507,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235076,235077,s==5|甘宁11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23507,6,1,1,9,1,,,,,,,,,,,,,,,,
235077,235078,s==5|甘宁12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23507,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235078,235079,s==5|甘宁13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23507,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235079,,s==5|甘宁14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23507,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23507011,23507012,s==4|甘宁6星,6,1,1,145,5,235070122|235070132|235070142|235070152,5000,4000,0,20,10,0,23507,5,1,23403,5,1,2,5,3,,,,,,,,,,,,,
23507012,23507013,s==4|甘宁7星,7,1,1,165,1,235070123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23507013,23507014,s==4|甘宁8星,8,1,1,185,2,235070133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23507014,23507015,s==4|甘宁9星,9,1,1,205,3,235070143,5000,4000,0,20,10,5000,23507,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23507015,23507016,s==5|甘宁10星,10,1,1,255,4,235070153,3000,2000,0,20,10,10000,23507,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23507016,23507017,s==5|甘宁11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23507,6,1,1,9,1,,,,,,,,,,,,,,,,
23507017,23507018,s==5|甘宁12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23507,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23507018,23507019,s==5|甘宁13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23507,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23507019,,s==5|甘宁14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23507,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235081,235082,s==4|大乔6星,6,1,1,145,5,2350822|2350832|2350842|2350852,5000,4000,0,20,10,0,23508,5,1,23402,5,1,2,5,3,,,,,,,,,,,,,
235082,235083,s==4|大乔7星,7,1,1,165,1,2350823,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235083,235084,s==4|大乔8星,8,1,1,185,2,2350833,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235084,235085,s==4|大乔9星,9,1,1,205,3,2350843,5000,4000,0,20,10,5000,23508,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
235085,235086,s==5|大乔10星,10,1,1,255,4,2350853,3000,2000,0,20,10,10000,23508,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
235086,235087,s==5|大乔11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23508,6,1,1,9,1,,,,,,,,,,,,,,,,
235087,235088,s==5|大乔12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23508,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
235088,235089,s==5|大乔13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23508,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
235089,,s==5|大乔14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23508,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23508011,23508012,s==4|大乔6星,6,1,1,145,5,235080122|235080132|235080142|235080152,5000,4000,0,20,10,0,23508,5,1,23402,5,1,2,5,3,,,,,,,,,,,,,
23508012,23508013,s==4|大乔7星,7,1,1,165,1,235080123,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23508013,23508014,s==4|大乔8星,8,1,1,185,2,235080133,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23508014,23508015,s==4|大乔9星,9,1,1,205,3,235080143,5000,4000,0,20,10,5000,23508,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23508015,23508016,s==5|大乔10星,10,1,1,255,4,235080153,3000,2000,0,20,10,10000,23508,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23508016,23508017,s==5|大乔11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23508,6,1,1,9,1,,,,,,,,,,,,,,,,
23508017,23508018,s==5|大乔12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23508,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23508018,23508019,s==5|大乔13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23508,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23508019,,s==5|大乔14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23508,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
23508021,23508022,s==4|大乔6星,6,1,1,145,5,235080222|235080232|235080242|235080252,5000,4000,0,20,10,0,23508,5,1,23402,5,1,2,5,3,,,,,,,,,,,,,
23508022,23508023,s==4|大乔7星,7,1,1,165,1,235080223,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
23508023,23508024,s==4|大乔8星,8,1,1,185,2,235080233,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
23508024,23508025,s==4|大乔9星,9,1,1,205,3,235080243,5000,4000,0,20,10,5000,23508,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
23508025,23508026,s==5|大乔10星,10,1,1,255,4,235080253,3000,2000,0,20,10,10000,23508,5,2,2,6,1,1,9,1,,,,,,,,,,,,,
23508026,23508027,s==5|大乔11星,11,105,95,285,0,,3000,2000,0,20,10,15000,23508,6,1,1,9,1,,,,,,,,,,,,,,,,
23508027,23508028,s==5|大乔12星,12,128,118,310,0,,3000,2000,0,20,10,20000,23508,6,1,1,10,1,,,,,,,,,,1048,20,,,,,
23508028,23508029,s==5|大乔13星,13,148,138,350,0,,3000,2000,0,20,10,25000,23508,6,1,2,9,1,1,10,1,,,,,,,1048,40,,,,,
23508029,,s==5|大乔14星,14,200,138,390,0,,3000,2000,0,20,10,30000,23508,9,1,2,10,1,1,11,1,,,,,,,1048,60,6685,5,13,6,
235091,235092,s==4|张昭6星,6,1,1,145,5,2350922|2350932|2350942|2350952,5000,4000,0,20,10,0,23509,5,1,23401,5,1,2,5,3,,,,,,,,,,,,,
235092,235093,s==4|张昭7星,7,1,1,165,1,2350923,5000,4000,0,20,10,1000,2,5,4,,,,,,,,,,,,,,,,,,,
235093,235094,s==4|张昭8星,8,1,1,185,2,2350933,5000,4000,0,20,10,2000,2,5,3,2,6,1,,,,,,,,,,,,,,,,
235094,235095,s==4|张昭9星,9,1,1,205,3,2350943,5000,4000,0,20,10,5000,23509,5,1,2,5,2,2,6,1,,,,,,,,,,,,,
